City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
592,Along,IN,77.18,overcast clouds,28.1667,94.7667,Hotel West
593,Siva,EG,87.78,clear sky,29.2041,25.5195,Qasr Alzaytuna Inn
594,Repatriacion,PY,86.43,clear sky,-25.5333,-55.95,CABAÑA BLANCA AURORA PADEL CLUB
596,Dir,PK,75.09,clear sky,35.2058,71.8756,Sindh Hotal Dir
598,Sokolka,PL,69.66,broken clouds,53.4072,23.5023,Restauracja i Pokoje Gościnne Verde
599,Portland,US,85.69,clear sky,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
600,Puertollano,ES,86.09,broken clouds,38.6871,-4.1073,Hotel Puertollano
601,Guatire,VE,84.7,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
602,Libato,PH,77.61,overcast clouds,13.8151,121.3346,Balai Ising Garden Resort
603,Zemio,CF,70.59,overcast clouds,5.0314,25.1361,OCHA Office
605,Tautira,PF,78.82,clear sky,-17.7333,-149.15,Pension Oaoa
606,Margate,GB,69.89,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
607,Beira,MZ,67.37,light rain,-19.8436,34.8389,Beira Terrace Hotel
609,Aquiraz,BR,84.29,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
611,Girne,CY,84.15,clear sky,35.3417,33.3167,Lavanta Residence
612,Camabatela,AO,67.59,clear sky,-8.1881,15.375,Pensão E Restaurantes
614,Dapaong,TG,78.94,light rain,10.8639,0.205,Hotel Caroli
615,Biak,ID,74.52,overcast clouds,-0.9131,122.8766,Penginapan Kim
616,Bay Roberts,CA,70.66,light rain,47.5999,-53.2648,Stonewall Inn
618,Enshi,CN,70.36,scattered clouds,30.3,109.4833,Moevenpick Enshi
620,Luneburg,DE,78.67,overcast clouds,53.25,10.4,Seminaris Hotel Lüneburg
622,Mitsamiouli,KM,75.96,light rain,-11.3847,43.2844,Foyer ADM
624,Lagoa Vermelha,BR,73.04,clear sky,-28.2086,-51.5258,Hotel Kaianã
625,Mizdah,LY,84.15,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
626,Balikpapan,ID,76.14,overcast clouds,-1.2675,116.8289,ibis Balikpapan
627,Sambava,MG,67.53,overcast clouds,-14.2667,50.1667,Melrose
628,Cicero Dantas,BR,74.28,overcast clouds,-10.6,-38.3833,Hotel Beatriz
635,Berwick,US,85.84,overcast clouds,41.0545,-76.2333,The White Birch Inn B & B
637,Tabou,CI,76.39,overcast clouds,4.423,-7.3528,hotêl doufoulougou
638,Sola,VU,79.99,scattered clouds,-13.8833,167.55,Leumerus Bungalows
639,Yatou,CN,75.27,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
645,Benguela,AO,69.46,clear sky,-12.5763,13.4055,Hotel Praia Morena
646,Lazurne,UA,73.85,clear sky,46.084,32.5295,New Manna Hostel
647,Cuiluan,CN,68.9,moderate rain,47.72,128.648,Shuncheng Hotel
650,Kiunga,PG,71.1,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
651,Manadhoo,MV,81.82,overcast clouds,5.7667,73.3833,Vevu Guesthouse
656,Dubrovnik,HR,76.64,clear sky,42.6481,18.0922,Hotel Dubrovnik Palace
657,Najran,SA,87.01,broken clouds,17.4924,44.1277,محمد هادي ال فطيح
659,Salinopolis,BR,82.67,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
660,Maitum,PH,77.95,overcast clouds,6.0392,124.4986,Pearl Garden
